Filename,Shape
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P009@cine_lax_2ch.h5,[ 12   1  10 442 224]
LGE@TrainingSet@FullSample@Center006@UIH_30T_umr790@P002@lge_lax_3ch.h5,[  2   1  10 510 175]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P057@cine_lax_3ch.h5,[ 12   1  10 446 198]
LGE@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P013@lge_sax.h5,[  2  10  10 514 183]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P002@cine_lax_3ch.h5,[ 12   1  10 320 120]
Mapping@TrainingSet@FullSample@Center006@UIH_30T_umr790@P011@T1map.h5,[  3   1  10 388 149]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P032@T1rho.h5,[  4   3  10 384 137]
Perfusion@TrainingSet@FullSample@Center001@UIH_30T_umr780@P036@perfusion.h5,[ 50   4  10 384 131]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P032@T2map.h5,[  3   3  10 384 157]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P055@T1map.h5,[  8   3  10 508 161]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P011@lge_lax_4ch.h5,[  2   1  10 504 175]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P009@cine_lax_4ch.h5,[ 12   1  10 452 224]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P061@T2w.h5,[ 13  10 512 248]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P020@lge_lax_4ch.h5,[  2   1  10 516 175]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P027@T1rho.h5,[  4   3  10 382 137]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P024@lge_lax_2ch.h5,[  2   1  10 512 175]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P022@lge_sax.h5,[  2  10  10 512 200]
LGE@TrainingSet@FullSample@Center002@UIH_30T_umr880@P008@lge_lax_4ch.h5,[  2   1  10 518 175]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P017@cine_sax.h5,[ 12  16  10 418 162]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P024@T2map.h5,[  3   3  10 384 149]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P001@cine_lax_2ch.h5,[ 12   1  10 320 126]
Mapping@TrainingSet@FullSample@Center003@UIH_30T_umr880@P017@T2map.h5,[  3   3  10 382 177]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P036@T1rho.h5,[  4   3  10 382 137]
LGE@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P001@lge_lax.h5,[  2   3  10 510 151]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P053@cine_lax_4ch.h5,[ 12   1  10 446 198]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P017@T1mappost.h5,[  9   3  10 382 149]
Mapping@TrainingSet@FullSample@Center002@UIH_30T_umr880@P006@T2map.h5,[  3   5  10 384 157]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P049@cine_lax_3ch.h5,[ 12   1  10 448 198]
T1w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P021@T1w.h5,[ 10  10 512 246]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P013@cine_ot.h5,[ 12   1  10 382 171]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P015@cine_lax_3ch.h5,[ 12   1  10 440 198]
Flow2d@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P013@flow2d.h5,[  2  25  10 384 119]
Perfusion@TrainingSet@FullSample@Center005@UIH_15T_umr670@P004@perfusion.h5,[ 50   4  10 224  87]
LGE@TrainingSet@FullSample@Center002@UIH_30T_umr880@P008@lge_lax_3ch.h5,[  2   1  10 510 175]
Mapping@TrainingSet@FullSample@Center003@UIH_30T_umr880@P010@T1map.h5,[  3   1  10 520 185]
LGE@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P002@lge_sax.h5,[  2  10  10 510 200]
Mapping@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P001@T2map.h5,[  3   3  10 386 103]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P049@T1map.h5,[  8   3  10 506 161]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P011@T2map.h5,[  3   3  10 378 157]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P001@cine_sax.h5,[ 12  10  10 320 120]
Cine@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P011@cine_sax.h5,[ 12   8  10 448 162]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P020@T1mappost.h5,[  9   3  10 506 161]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P001@cine_lax_2ch.h5,[ 12   1  10 320 120]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P011@cine_lax_3ch.h5,[ 12   1  10 448 189]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P037@cine_rvot.h5,[ 12   1  10 414 202]
Cine@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P003@cine_lax.h5,[ 12   3  10 444 166]
LGE@TrainingSet@FullSample@Center002@UIH_30T_umr880@P009@lge_sax.h5,[  2   7  10 510 175]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P020@T1map.h5,[  8   3  10 508 161]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P028@T1rho.h5,[  4   3  10 382 137]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P053@T2w.h5,[ 11  10 512 248]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P014@cine_lax_2ch.h5,[ 12   1  10 384 156]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P012@cine_lax_3ch.h5,[ 12   1  10 454 198]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P061@T1map.h5,[  8   3  10 512 161]
Flow2d@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P011@flow2d.h5,[  2   9  10 390 119]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P023@lge_sax.h5,[  2  10  10 384 170]
T1rho@TrainingSet@FullSample@Center002@UIH_30T_umr880@P009@T1rho.h5,[  4   3  10 386 157]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P042@T1mappost.h5,[  9   3  10 512 161]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P006@lge_lax_4ch.h5,[  2   1  10 388 170]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P029@cine_sax.h5,[ 12  11  10 450 240]
LGE@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P040@lge_sax.h5,[  2  10  10 514 199]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P009@cine_ot.h5,[ 12   1  10 442 298]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P005@cine_lax.h5,[ 12   3  10 418 166]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P010@cine_sax.h5,[ 12   1  10 384 144]
Mapping@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P019@T1map.h5,[  8   7  10 514 142]
Perfusion@TrainingSet@FullSample@Center001@UIH_30T_umr780@P031@perfusion.h5,[ 50   4  10 382 131]
T1w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P004@T1w.h5,[ 10  10 512 246]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P008@T1mappost.h5,[  9   3  10 380 149]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P060@cine_lax_4ch.h5,[ 12   1  10 444 198]
Cine@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P019@cine_lax.h5,[ 12   3  10 450 160]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P034@cine_lax.h5,[ 12   3  10 414 166]
Cine@TrainingSet@FullSample@Center002@UIH_30T_umr880@P003@cine_lax_2ch.h5,[ 12   1  10 440 212]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P027@cine_sax.h5,[ 12  11  10 452 198]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P028@cine_lax_3ch.h5,[ 12   1  10 450 198]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P023@cine_sax.h5,[ 12   9  10 446 278]
LGE@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P004@lge_sax.h5,[  2   9  10 508 156]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P011@T1map.h5,[  8   8  10 514 135]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P043@T1rho.h5,[ 16   1  10 386 137]
T2w@TrainingSet@FullSample@Center002@UIH_30T_umr880@P010@T2w.h5,[  9  10 512 216]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P004@cine_ot.h5,[ 12   1  10 450 298]
Mapping@TrainingSet@FullSample@Center002@UIH_30T_umr880@P008@T1map.h5,[  5   1  10 516 177]
BlackBlood@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P017@blackblood.h5,[ 10  10 512 166]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P024@cine_ot.h5,[ 12   1  10 386 171]
T1w@TrainingSet@FullSample@Center003@UIH_30T_umr880@P023@T1w.h5,[  9  10 512 248]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P033@lge_lax_4ch.h5,[  2   3  10 514 175]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P051@lge_lax_4ch.h5,[  2   1  10 514 175]
LGE@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P001@lge_sax.h5,[  2   9  10 518 182]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P025@cine_lax_2ch.h5,[ 12   1  10 448 176]
T1w@TrainingSet@FullSample@Center003@UIH_30T_umr880@P019@T1w.h5,[  9  10 512 248]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P053@T1rho.h5,[  4   3  10 382 137]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P012@lge_lax_2ch.h5,[  2   1  10 512 175]
Cine@TrainingSet@FullSample@Center002@UIH_30T_umr880@P005@cine_sax.h5,[ 12  11  10 446 233]
LGE@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P017@lge_sax.h5,[  2   1  10 508 187]
Cine@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P002@cine_lax.h5,[ 12   3  10 450 162]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P037@cine_lax.h5,[ 12   3  10 418 166]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P003@cine_ot.h5,[ 12   1  10 382 171]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P010@cine_lax_2ch.h5,[ 12   1  10 378 205]
Cine@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P008@cine_lax.h5,[ 12   3  10 444 166]
LGE@TrainingSet@FullSample@Center002@UIH_30T_umr880@P003@lge_sax.h5,[  2  10  10 512 175]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P027@T2w.h5,[ 11  10 512 248]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P015@cine_lax_2ch.h5,[ 12   1  10 384 144]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P019@cine_lax_3ch.h5,[ 12   1  10 448 198]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P017@cine_ot.h5,[ 12   1  10 444 298]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P009@cine_lax_4ch.h5,[ 12   1  10 450 198]
T1w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P008@T1w.h5,[  9  10 512 246]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P039@cine_lax.h5,[ 12   3  10 414 166]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P005@cine_lax_2ch.h5,[ 12   1  10 384 144]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P054@cine_sax.h5,[ 12  11  10 446 198]
LGE@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P010@lge_lax.h5,[  2   2  10 514 144]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P003@cine_lax_2ch.h5,[ 12   1  10 384 205]
Perfusion@TrainingSet@FullSample@Center001@UIH_30T_umr780@P010@perfusion.h5,[ 50   4  10 382 131]
Mapping@TrainingSet@FullSample@Center002@UIH_30T_umr880@P009@T2map.h5,[  3   5  10 386 157]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P024@cine_lax.h5,[ 12   3  10 412 166]
T1w@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P001@T1w.h5,[ 10  10 512 207]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P017@T2w.h5,[ 11  10 512 248]
Cine@TrainingSet@FullSample@Center002@UIH_30T_umr880@P006@cine_lax_4ch.h5,[ 12   1  10 448 212]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P049@T1rho.h5,[  4   3  10 380 137]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P016@cine_lax_3ch.h5,[ 12   1  10 384 144]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P017@T2map.h5,[  3   3  10 382 157]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P055@T2w.h5,[  9  10 512 248]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P005@T2map.h5,[  3   3  10 378 157]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P025@lge_lax_2ch.h5,[  2   1  10 510 175]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P032@T1map.h5,[  8   6  10 512  96]
T1w@TrainingSet@FullSample@Center003@UIH_30T_umr880@P008@T1w.h5,[ 10  10 512 248]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P041@T1map.h5,[  8   3  10 508 161]
LGE@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P019@lge_lax.h5,[  2   3  10 512 146]
BlackBlood@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P024@blackblood.h5,[  7  10 512 166]
Mapping@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P016@T2map.h5,[  3   5  10 384 106]
LGE@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P004@lge_lax.h5,[  2   2  10 510 168]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P003@cine_lax_r2ch.h5,[ 12   1  10 452 224]
LGE@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P013@lge_sax.h5,[  2   8  10 512 199]
Perfusion@TrainingSet@FullSample@Center005@UIH_15T_umr670@P021@perfusion.h5,[ 50   4  10 220  87]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P012@cine_sax.h5,[ 12   1  10 384 144]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P002@T2map.h5,[  3   6  10 382 106]
Perfusion@TrainingSet@FullSample@Center001@UIH_30T_umr780@P049@perfusion.h5,[ 50   4  10 382 131]
LGE@TrainingSet@FullSample@Center002@UIH_30T_umr880@P006@lge_lax_2ch.h5,[  2   1  10 510 175]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P015@cine_sax.h5,[ 12  11  10 434 198]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P028@T2map.h5,[  3   1  10 386  89]
Cine@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P018@cine_lax.h5,[ 12   3  10 450 162]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P008@T1map.h5,[  8   5  10 516 131]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P001@cine_rvot.h5,[ 12   1  10 446 224]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P004@cine_lax_4ch.h5,[ 12   1  10 450 224]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P009@cine_sax.h5,[ 12   1  10 384 144]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P042@cine_lax.h5,[ 12   3  10 416 166]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P054@T1rho.h5,[  4   3  10 384 137]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P017@cine_lax_4ch.h5,[ 12   1  10 444 198]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P006@T2map.h5,[  3   6  10 384 106]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P010@lge_lax_2ch.h5,[  2   1  10 508 175]
Mapping@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P007@T1map.h5,[  8   3  10 514 107]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P011@cine_sax.h5,[ 12  10  10 448 278]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P018@cine_lax_4ch.h5,[ 12   1  10 444 198]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P004@T1rho.h5,[  4   3  10 384 137]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P020@lge_sax.h5,[  2  10  10 382 170]
LGE@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P008@lge_lax.h5,[  2   3  10 510 158]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P034@T2w.h5,[ 11  10 512 248]
Perfusion@TrainingSet@FullSample@Center005@UIH_15T_umr670@P005@perfusion.h5,[ 50   4  10 222  87]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P053@lge_lax_2ch.h5,[  2   1  10 510 175]
T1w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P020@T1w.h5,[  9  10 512 246]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P039@cine_sax.h5,[ 12  14  10 416 162]
Mapping@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P019@T2map.h5,[  3   7  10 384 103]
Flow2d@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P033@flow2d.h5,[  2  12  10 382 119]
LGE@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P025@lge_sax.h5,[  2  10  10 514 150]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P027@lge_lax_2ch.h5,[  2   1  10 384 170]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P026@cine_lax_3ch.h5,[ 12   1  10 450 198]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P018@lge_lax_4ch.h5,[  2   1  10 516 175]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P018@cine_sax.h5,[ 12   9  10 450 198]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P046@cine_lax_3ch.h5,[ 12   1  10 444 198]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P029@T1rho.h5,[  4   3  10 386 137]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P009@cine_lax_3ch.h5,[ 12   1  10 444 198]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P010@cine_ot.h5,[ 12   1  10 442 298]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P018@T2map.h5,[  3   3  10 382 149]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P014@cine_sax.h5,[ 12   1  10 384 144]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P006@T2w.h5,[ 13  10 512 248]
LGE@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P017@lge_sax.h5,[  2  10  10 514 199]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P044@T1rho.h5,[  4   3  10 382 137]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P003@cine_lax_4ch.h5,[ 12   1  10 446 198]
Perfusion@TrainingSet@FullSample@Center005@UIH_15T_umr670@P003@perfusion.h5,[ 50   4  10 226  87]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P022@cine_sax.h5,[ 12  10  10 440 278]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P003@T1mappost.h5,[  9   3  10 384 149]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P016@cine_ot.h5,[ 12   1  10 384 176]
